area,bedrooms,bathrooms,location,house_age,parking,price,district,land_size,town
3000,4,4,Colombo,23,2,60000000.0,Colombo,15.0,Talawatugoda
950,3,2,Colombo,5,2,18500000.0,Colombo,3.0,Athurugiriya
3800,5,4,Colombo,42,2,47500000.0,Colombo,14.8,Talawatugoda
2600,4,3,Colombo,10,2,25500000.0,Colombo,6.2,Piliyandala
3800,5,4,Colombo,11,2,45000000.0,Colombo,11.0,Talawatugoda
2000,4,3,Colombo,1,2,16000000.0,Colombo,17.0,Athurugiriya
2600,5,3,Gampaha,17,2,17000000.0,Gampaha,10.3,Minuwangoda
2067,5,4,Colombo,24,2,22000000.0,Colombo,6.0,Athurugiriya
2200,4,3,Colombo,4,2,23000000.0,Colombo,7.0,Athurugiriya
1700,3,2,Gampaha,13,2,19500000.0,Gampaha,12.5,Negombo
3000,4,3,Colombo,47,2,40000000.0,Colombo,23.0,Homagama
1500,3,1,Gampaha,7,2,6500000.0,Gampaha,8.5,Ganemulla
2991,5,4,Gampaha,7,2,17000000.0,Gampaha,10.0,Kelaniya
3600,6,4,Colombo,1,3,33500000.0,Colombo,16.2,Kottawa
880,2,1,Galle,30,1,7000000.0,Galle,10.31,Galle City
2400,4,3,Colombo,21,2,24800000.0,Colombo,6.0,Piliyandala
2550,4,3,Colombo,1,2,25500000.0,Colombo,7.5,Piliyandala
1800,3,3,Colombo,49,2,23500000.0,Colombo,8.0,Piliyandala
1200,3,2,Colombo,25,2,18500000.0,Colombo,10.0,Piliyandala
2400,4,3,Colombo,20,2,26000000.0,Colombo,7.0,Piliyandala
1800,4,3,Colombo,14,2,16000000.0,Colombo,10.5,Ratmalana
3250,5,3,Colombo,14,2,23500000.0,Colombo,7.0,Piliyandala
1200,3,3,Colombo,22,2,14000000.0,Colombo,12.0,Piliyandala
2000,4,3,Colombo,10,2,17500000.0,Colombo,6.5,Piliyandala
3500,4,3,Gampaha,12,2,26500000.0,Gampaha,10.0,Negombo
3300,3,2,Colombo,5,2,40000000.0,Colombo,7.0,Talawatugoda
3300,3,2,Colombo,1,2,40000000.0,Colombo,7.0,Talawatugoda
3000,4,3,Colombo,30,2,110000000.0,Colombo,50.2,Talawatugoda
4200,4,4,Colombo,34,2,49500000.0,Colombo,10.0,Talawatugoda
3500,5,5,Colombo,10,2,40000000.0,Colombo,11.0,Talawatugoda
2800,5,7,Colombo,26,2,64000000.0,Colombo,17.5,Talawatugoda
3800,5,4,Colombo,1,2,47500000.0,Colombo,14.8,Talawatugoda
1652,3,2,Colombo,3,2,14000000.0,Colombo,10.0,Piliyandala
3300,4,4,Colombo,34,2,44000000.0,Colombo,7.7,Talawatugoda
1600,3,2,Colombo,5,2,14800000.0,Colombo,8.0,Athurugiriya
3800,5,4,Colombo,40,2,45000000.0,Colombo,11.0,Talawatugoda
1542,3,2,Colombo,19,2,14000000.0,Colombo,8.0,Piliyandala
3500,4,3,Colombo,16,2,36000000.0,Colombo,7.8,Malabe
1350,3,2,Colombo,19,2,14500000.0,Colombo,10.0,Malabe
1250,3,2,Colombo,46,2,16500000.0,Colombo,7.5,Malabe
1900,3,2,Colombo,11,2,19000000.0,Colombo,11.4,Malabe
1500,3,3,Colombo,46,2,18500000.0,Colombo,7.5,Malabe
1500,3,2,Colombo,1,2,15000000.0,Colombo,8.0,Wellampitiya
4000,4,4,Colombo,26,2,60000000.0,Colombo,15.0,Talawatugoda
2475,4,4,Colombo,41,2,21500000.0,Colombo,9.0,Piliyandala
3500,4,3,Gampaha,1,2,29500000.0,Gampaha,20.0,Negombo
2200,4,3,Colombo,28,2,26500000.0,Colombo,6.5,Malabe
2200,4,3,Colombo,11,2,22500000.0,Colombo,6.3,Malabe
4800,5,4,Colombo,5,2,115000000.0,Colombo,22.0,Talawatugoda
4000,5,4,Colombo,48,2,65000000.0,Colombo,10.0,Malabe
2300,5,2,Colombo,11,2,16500000.0,Colombo,12.0,Maharagama
2000,2,2,Colombo,20,1,25000000.0,Colombo,8.0,Dehiwala
1800,3,2,Kurunegala,9,2,6500000.0,Kurunegala,17.0,Kurunegala City
3600,4,3,Colombo,28,2,50000000.0,Colombo,10.5,Battaramulla
2650,3,2,Gampaha,4,2,20000000.0,Gampaha,17.0,Negombo
1680,3,2,Colombo,3,2,14000000.0,Colombo,10.0,Piliyandala
2552,4,3,Colombo,23,2,24800000.0,Colombo,6.5,Piliyandala
2000,4,3,Colombo,11,2,40000000.0,Colombo,6.0,Dehiwala
3102,4,4,Colombo,33,2,33000000.0,Colombo,10.0,Piliyandala
3150,4,3,Gampaha,22,2,26500000.0,Gampaha,10.5,Negombo
2500,4,3,Gampaha,46,2,29500000.0,Gampaha,20.0,Negombo
2485,4,4,Colombo,17,2,24800000.0,Colombo,6.0,Piliyandala
4500,5,5,Colombo,12,2,40000000.0,Colombo,11.5,Talawatugoda
1000,3,2,Colombo,5,2,9000000.0,Colombo,4.0,Wellampitiya
2250,3,2,Colombo,44,2,22000000.0,Colombo,8.0,Piliyandala
1632,4,2,Colombo,38,2,13500000.0,Colombo,6.0,Wellampitiya
1000,4,3,Colombo,14,2,14000000.0,Colombo,2.5,Colombo 9
2500,3,3,Colombo,15,2,25000000.0,Colombo,4.0,Colombo 9
1500,4,4,Colombo,5,2,14000000.0,Colombo,3.5,Colombo 10
1500,4,2,Colombo,35,2,17500000.0,Colombo,16.0,Wellampitiya
1300,3,1,Kalutara,44,2,9750000.0,Kalutara,13.0,Horana
1752,3,3,Colombo,10,2,17800000.0,Colombo,6.54,Piliyandala
2000,4,2,Colombo,18,2,35000000.0,Colombo,10.0,Kolonnawa
500,2,1,Colombo,30,1,5000000.0,Colombo,2.0,Wellampitiya
2000,4,2,Colombo,18,2,12500000.0,Colombo,10.0,Wellampitiya
750,2,1,Colombo,46,1,7700000.0,Colombo,3.0,Wellampitiya
1500,2,2,Colombo,25,1,12000000.0,Colombo,6.5,Wellampitiya
2600,4,3,Colombo,1,2,25000000.0,Colombo,6.8,Piliyandala
2550,4,4,Colombo,28,2,25500000.0,Colombo,6.6,Piliyandala
2500,2,1,Gampaha,10,1,7600000.0,Gampaha,5.0,Wattala
3520,4,4,Colombo,13,2,34000000.0,Colombo,8.5,Piliyandala
1500,3,2,Colombo,42,2,14000000.0,Colombo,10.0,Piliyandala
1600,3,3,Colombo,3,2,18500000.0,Colombo,8.5,Piliyandala
4000,5,4,Colombo,12,2,33000000.0,Colombo,10.0,Piliyandala
2564,4,4,Colombo,23,2,24800000.0,Colombo,6.0,Piliyandala
5100,8,5,Colombo,5,4,42500000.0,Colombo,13.2,Nugegoda
2800,4,4,Colombo,45,2,55000000.0,Colombo,9.8,Nugegoda
2700,4,4,Colombo,15,2,46000000.0,Colombo,10.33,Ratmalana
2600,6,4,Colombo,29,3,27000000.0,Colombo,10.0,Kesbewa
3500,6,3,Colombo,30,3,30000000.0,Colombo,11.0,Malabe
2750,4,3,Colombo,9,2,35000000.0,Colombo,10.0,Athurugiriya
4500,5,5,Colombo,28,2,125000000.0,Colombo,13.0,Colombo 5
2400,4,3,Colombo,20,2,27000000.0,Colombo,7.0,Kottawa
2000,4,3,Colombo,23,2,30000000.0,Colombo,16.5,Rajagiriya
1800,5,2,Colombo,48,2,27500000.0,Colombo,10.0,Talawatugoda
4500,5,4,Colombo,4,2,55000000.0,Colombo,11.73,Piliyandala
3150,4,3,Gampaha,13,2,26500000.0,Gampaha,10.5,Negombo
2700,4,3,Gampaha,18,2,28000000.0,Gampaha,17.5,Kadawatha
1550,3,2,Gampaha,18,2,17000000.0,Gampaha,11.0,Negombo
1500,3,1,Galle,15,2,12000000.0,Galle,20.0,Galle City
3150,4,3,Gampaha,1,2,26500000.0,Gampaha,10.5,Negombo
3500,4,3,Colombo,14,2,37500000.0,Colombo,14.0,Pannipitiya
1325,3,1,Gampaha,20,2,9900000.0,Gampaha,10.0,Negombo
2390,4,4,Gampaha,39,2,37000000.0,Gampaha,11.0,Kadawatha
3500,4,3,Colombo,17,2,65000000.0,Colombo,15.0,Nugegoda
2400,4,4,Colombo,17,2,33500000.0,Colombo,36.5,Talawatugoda
4500,4,4,Colombo,8,2,100000000.0,Colombo,10.0,Talawatugoda
10137,5,5,Colombo,34,2,130000000.0,Colombo,26.0,Battaramulla
2600,1,1,Colombo,31,1,22500000.0,Colombo,7.05,Talawatugoda
4000,4,5,Colombo,43,2,29500000.0,Colombo,10.0,Kottawa
3445,3,3,Colombo,24,2,33500000.0,Colombo,7.05,Talawatugoda
1600,3,1,Kalutara,24,2,13000000.0,Kalutara,11.0,Horana
3500,4,4,Colombo,4,2,37500000.0,Colombo,12.0,Piliyandala
2340,4,4,Gampaha,13,2,27100000.0,Gampaha,59.0,Minuwangoda
4000,5,3,Colombo,9,2,40000000.0,Colombo,10.9,Kaduwela
3300,2,2,Colombo,21,1,75000000.0,Colombo,16.4,Dehiwala
3300,4,3,Colombo,19,2,42500000.0,Colombo,11.0,Talawatugoda
3000,4,1,Gampaha,2,2,21500000.0,Gampaha,39.0,Nittambuwa
3800,4,3,Colombo,26,2,45000000.0,Colombo,11.0,Talawatugoda
3600,4,3,Colombo,45,2,52500000.0,Colombo,15.0,Talawatugoda
1400,3,2,Gampaha,45,2,9900000.0,Gampaha,10.0,Negombo
4500,4,5,Colombo,12,2,37500000.0,Colombo,14.5,Kottawa
1300,4,2,Colombo,41,2,13000000.0,Colombo,5.0,Angoda
6500,5,5,Colombo,48,2,125000000.0,Colombo,15.0,Nugegoda
2700,4,3,Colombo,48,2,46000000.0,Colombo,8.65,Nawala
3500,5,4,Colombo,17,2,270000000.0,Colombo,45.0,Nugegoda
1325,3,1,Gampaha,12,2,9900000.0,Gampaha,10.0,Negombo
5000,5,2,Colombo,40,2,25000000.0,Colombo,10.0,Malabe
3200,4,3,Colombo,42,2,41000000.0,Colombo,11.0,Battaramulla
3300,3,2,Colombo,32,2,40000000.0,Colombo,7.0,Talawatugoda
2000,5,3,Kalutara,6,2,27500000.0,Kalutara,17.5,Kalutara City
4290,5,4,Galle,39,2,65000000.0,Galle,23.5,Galle City
4200,7,3,Galle,9,4,32000000.0,Galle,10.5,Galle City
2500,6,6,Galle,31,3,55000000.0,Galle,26.0,Galle City
1900,3,2,Galle,4,2,14500000.0,Galle,40.0,Galle City
2600,5,3,Galle,22,2,25000000.0,Galle,8.9,Galle City
2400,6,6,Galle,21,3,100000000.0,Galle,59.6,Galle City
2000,3,3,Galle,8,2,15000000.0,Galle,20.0,Galle City
2000,3,3,Galle,22,2,24000000.0,Galle,23.5,Galle City
1800,3,3,Gampaha,3,2,21500000.0,Gampaha,6.0,Kiribathgoda
2800,4,4,Gampaha,6,2,27000000.0,Gampaha,18.0,Kiribathgoda
3500,5,4,Gampaha,22,2,33000000.0,Gampaha,11.0,Kiribathgoda
2900,4,3,Gampaha,2,2,30000000.0,Gampaha,10.0,Kiribathgoda
2400,4,4,Gampaha,47,2,20500000.0,Gampaha,16.0,Kadawatha
1600,4,1,Gampaha,23,2,16500000.0,Gampaha,16.0,Kadawatha
2200,3,2,Gampaha,12,2,18500000.0,Gampaha,20.5,Kadawatha
3000,5,2,Gampaha,30,2,24500000.0,Gampaha,10.0,Gampaha City
3800,4,4,Colombo,17,2,45000000.0,Colombo,7.0,Battaramulla
3800,4,4,Colombo,42,2,42500000.0,Colombo,7.7,Talawatugoda
1500,3,2,Colombo,17,2,13000000.0,Colombo,9.0,Homagama
4000,5,4,Colombo,20,2,75000000.0,Colombo,14.0,Battaramulla
2000,5,1,Galle,19,2,30000000.0,Galle,21.0,Ambalangoda
2000,4,2,Colombo,5,2,20000000.0,Colombo,4.5,Boralesgamuwa
2500,5,7,Colombo,1,2,64000000.0,Colombo,17.5,Talawatugoda
1500,3,1,Galle,14,2,7200000.0,Galle,54.0,Ambalangoda
1000,3,2,Galle,14,2,6500000.0,Galle,7.0,Ambalangoda
2500,5,2,Colombo,18,2,24000000.0,Colombo,20.0,Pannipitiya
3150,4,3,Gampaha,6,2,26500000.0,Gampaha,10.5,Negombo
1501,4,1,Gampaha,18,2,6000000.0,Gampaha,15.1,Gampaha City
3800,5,4,Colombo,26,2,45000000.0,Colombo,11.0,Talawatugoda
3000,4,3,Colombo,5,2,110000000.0,Colombo,50.0,Talawatugoda
3300,4,4,Colombo,23,2,44000000.0,Colombo,7.7,Talawatugoda
3000,6,2,Nuwara Eliya,7,3,13000000.0,Nuwara Eliya,96.0,Nuwara Eliya City
1000,3,1,Galle,25,2,5200000.0,Galle,9.5,Ambalangoda
1200,3,1,Colombo,26,2,19800000.0,Colombo,6.32,Rajagiriya
1500,4,1,Galle,6,2,4700000.0,Galle,10.0,Ambalangoda
3600,6,3,Colombo,5,3,85000000.0,Colombo,22.5,Malabe
2000,3,2,Galle,15,2,23000000.0,Galle,10.0,Ambalangoda
2500,4,3,Gampaha,8,2,29500000.0,Gampaha,20.0,Negombo
1200,2,1,Colombo,18,1,5700000.0,Colombo,6.2,Homagama
3600,5,4,Colombo,20,2,55000000.0,Colombo,13.0,Nugegoda
2000,2,1,Gampaha,23,1,5500000.0,Gampaha,3.0,Gampaha City
1500,3,1,Galle,1,2,6000000.0,Galle,10.5,Ambalangoda
1200,3,1,Colombo,42,2,8900000.0,Colombo,6.4,Kesbewa
2500,4,4,Colombo,4,2,25500000.0,Colombo,6.2,Piliyandala
1566,3,3,Colombo,18,2,14000000.0,Colombo,10.0,Piliyandala
900,2,1,Gampaha,24,1,7000000.0,Gampaha,5.0,Gampaha City
2425,4,4,Colombo,36,2,25500000.0,Colombo,6.2,Piliyandala
1500,4,1,Galle,6,2,6200000.0,Galle,15.0,Ambalangoda
4871,5,4,Colombo,23,2,59000000.0,Colombo,10.0,Malabe
2800,2,1,Gampaha,9,1,5500000.0,Gampaha,15.0,Nittambuwa
2000,2,1,Galle,3,1,5200000.0,Galle,10.3,Ambalangoda
2500,4,1,Galle,25,2,7800000.0,Galle,6.5,Ambalangoda
2500,5,2,Galle,3,2,16500000.0,Galle,10.0,Ambalangoda
1400,3,3,Colombo,29,2,17500000.0,Colombo,7.5,Athurugiriya
3000,7,2,Colombo,1,4,55000000.0,Colombo,13.5,Dehiwala
4300,7,4,Colombo,50,4,180000000.0,Colombo,14.0,Colombo 8
800,4,1,Nuwara Eliya,18,2,8000000.0,Nuwara Eliya,60.0,Nuwara Eliya City
5000,5,7,Colombo,43,2,145000000.0,Colombo,36.3,Rajagiriya
1000,1,1,Colombo,6,1,16000000.0,Colombo,4.0,Dehiwala
1700,5,2,Gampaha,28,2,16000000.0,Gampaha,13.6,Kiribathgoda
3000,6,4,Colombo,48,3,47500000.0,Colombo,10.0,Nugegoda
1400,3,1,Polonnaruwa,7,2,7000000.0,Polonnaruwa,55.0,Polonnaruwa City
3000,4,4,Colombo,6,2,53000000.0,Colombo,16.0,Talawatugoda
2800,5,7,Colombo,25,2,64000000.0,Colombo,17.5,Talawatugoda
5000,5,4,Colombo,46,2,170000000.0,Colombo,27.5,Boralesgamuwa
1550,4,3,Colombo,43,2,55000000.0,Colombo,4.0,Colombo 5
3300,6,4,Colombo,13,3,44000000.0,Colombo,10.0,Maharagama
2800,4,4,Colombo,6,2,27500000.0,Colombo,10.0,Athurugiriya
3500,5,3,Gampaha,12,2,23000000.0,Gampaha,10.0,Kadawatha
3150,4,3,Gampaha,7,2,26500000.0,Gampaha,10.5,Negombo
2550,4,3,Colombo,7,2,24800000.0,Colombo,6.5,Piliyandala
1500,4,2,Colombo,22,2,14499999.0,Colombo,7.8,Homagama
1000,3,1,Gampaha,14,2,6500000.0,Gampaha,11.0,Delgoda
2500,6,6,Colombo,49,3,20000000.0,Colombo,9.0,Kolonnawa
3550,4,4,Colombo,40,2,34000000.0,Colombo,8.5,Piliyandala
1400,3,3,Colombo,15,2,18000000.0,Colombo,8.0,Athurugiriya
1800,2,1,Matara,13,1,6100000.0,Matara,29.7,Matara City
1100,2,2,Batticaloa,24,1,22000000.0,Batticaloa,10.0,Batticaloa City
1550,3,2,Gampaha,5,2,17000000.0,Gampaha,11.0,Negombo
4900,4,4,Colombo,8,2,80000000.0,Colombo,16.0,Kotte
2000,3,2,Gampaha,42,2,19500000.0,Gampaha,12.5,Negombo
1450,2,2,Colombo,19,1,6500000.0,Colombo,15.5,Homagama
4000,4,4,Colombo,41,2,100000000.0,Colombo,10.0,Kotte
3050,5,4,Colombo,44,2,47000000.0,Colombo,11.7,Kotte
2100,3,2,Colombo,9,2,19000000.0,Colombo,8.0,Athurugiriya
3850,4,4,Colombo,40,2,33500000.0,Colombo,10.0,Piliyandala
1200,3,1,Kurunegala,1,2,90000000.0,Kurunegala,43.0,Kuliyapitiya
2950,5,2,Colombo,24,2,21000000.0,Colombo,10.4,Godagama
3000,4,3,Colombo,2,2,33000000.0,Colombo,8.02,Nugegoda
828,3,1,Ratnapura,29,2,5700000.0,Ratnapura,42.0,Eheliyagoda
1500,3,1,Colombo,47,2,40000000.0,Colombo,15.85,Maharagama
1900,3,1,Galle,21,2,3000000.0,Galle,9.0,Hikkaduwa
1500,3,2,Colombo,19,2,14000000.0,Colombo,10.0,Piliyandala
1000,3,1,Galle,42,2,4200000.0,Galle,9.0,Batapola
1550,3,3,Colombo,7,2,18400000.0,Colombo,11.0,Kesbewa
2000,4,2,Colombo,38,2,16000000.0,Colombo,17.0,Athurugiriya
2000,3,3,Colombo,24,2,20500000.0,Colombo,6.5,Athurugiriya
2500,4,1,Matara,16,2,13000000.0,Matara,22.0,Hakmana
2000,4,2,Colombo,5,2,28000000.0,Colombo,10.5,Battaramulla
1560,2,2,Gampaha,7,1,27500000.0,Gampaha,5.73,Wattala
1500,4,2,Galle,15,2,4500000.0,Galle,32.0,Batapola
3150,4,3,Gampaha,28,2,26500000.0,Gampaha,10.5,Negombo
1500,3,1,Galle,10,2,4700000.0,Galle,30.0,Batapola
1800,5,2,Galle,18,2,7200000.0,Galle,20.0,Batapola
1200,4,1,Galle,8,2,5700000.0,Galle,11.0,Batapola
4084,5,1,Galle,7,2,13500000.0,Galle,15.85,Galle City
1520,3,2,Colombo,6,2,14000000.0,Colombo,8.0,Piliyandala
1000,3,1,Galle,15,2,7000000.0,Galle,13.0,Ahangama
2000,4,2,Colombo,13,2,69000000.0,Colombo,22.5,Nugegoda
1900,4,2,Colombo,1,2,19000000.0,Colombo,11.4,Malabe
1100,2,1,Colombo,3,1,9800000.0,Colombo,9.2,Piliyandala
3800,5,4,Colombo,49,2,47500000.0,Colombo,14.8,Piliyandala
2550,4,4,Colombo,45,2,25500000.0,Colombo,6.6,Piliyandala
3000,5,5,Colombo,34,2,85000000.0,Colombo,16.0,Battaramulla
1850,4,3,Colombo,1,2,19500000.0,Colombo,11.5,Malabe
2159,5,4,Colombo,47,2,28000000.0,Colombo,8.18,Nugegoda
2500,5,4,Colombo,20,2,26000000.0,Colombo,10.5,Malabe
6500,6,5,Colombo,5,3,44000000.0,Colombo,12.5,Talawatugoda
1600,3,2,Gampaha,2,2,20500000.0,Gampaha,10.0,Negombo
1300,3,2,Colombo,3,2,23500000.0,Colombo,6.1,Dehiwala
3000,5,1,Kalutara,7,2,5800000.0,Kalutara,30.0,Horana
5200,5,4,Colombo,41,2,42000000.0,Colombo,10.0,Malabe
3000,4,3,Colombo,8,2,42000000.0,Colombo,10.0,Talawatugoda
1400,3,1,Gampaha,2,2,7700000.0,Gampaha,15.0,Gampaha City
3000,4,3,Colombo,42,2,110000000.0,Colombo,50.2,Talawatugoda
1000,2,1,Gampaha,7,1,10500000.0,Gampaha,24.5,Divulapitiya
2400,3,3,Colombo,16,2,21500000.0,Colombo,9.5,Piliyandala
1350,3,2,Colombo,24,2,14500000.0,Colombo,10.0,Malabe
2491,4,4,Colombo,49,2,26000000.0,Colombo,7.5,Piliyandala
2000,4,2,Colombo,4,2,22000000.0,Colombo,4.5,Boralesgamuwa
1200,3,1,Colombo,4,2,70000000.0,Colombo,63.0,Kaduwela
3200,4,2,Kalutara,5,2,18000000.0,Kalutara,13.5,Panadura
1200,3,1,Colombo,1,2,13000000.0,Colombo,15.0,Moratuwa
3000,6,3,Colombo,6,3,30000000.0,Colombo,6.1,Ratmalana
2114,4,3,Gampaha,11,2,29500000.0,Gampaha,10.0,Negombo
2600,4,4,Colombo,19,2,29000000.0,Colombo,10.5,Athurugiriya
2550,4,3,Colombo,20,2,26000000.0,Colombo,7.5,Piliyandala
3206,5,4,Colombo,21,2,57500000.0,Colombo,6.1,Dehiwala
2500,4,3,Gampaha,25,2,29500000.0,Gampaha,20.0,Negombo
2500,5,3,Colombo,28,2,17500000.0,Colombo,10.0,Kottawa
1830,4,2,Colombo,27,2,17500000.0,Colombo,13.0,Kottawa
1800,4,4,Colombo,43,2,17500000.0,Colombo,7.5,Kottawa
3800,6,4,Colombo,49,3,29500000.0,Colombo,13.0,Kottawa
3600,6,5,Colombo,25,3,33500000.0,Colombo,16.0,Kottawa
2800,4,4,Colombo,28,2,28000000.0,Colombo,10.0,Malabe
2500,3,1,Colombo,12,2,14500000.0,Colombo,15.0,Athurugiriya
4050,6,5,Colombo,17,3,50000000.0,Colombo,8.1,Colombo 5
2250,4,4,Colombo,9,2,21500000.0,Colombo,9.0,Piliyandala
3150,4,3,Gampaha,32,2,26500000.0,Gampaha,10.5,Negombo
2600,4,4,Colombo,49,2,29000000.0,Colombo,10.5,Malabe
1200,3,2,Colombo,48,2,13000000.0,Colombo,5.2,Rajagiriya
2600,5,3,Colombo,10,2,36000000.0,Colombo,9.0,Mount Lavinia
1200,3,2,Colombo,4,2,14500000.0,Colombo,6.0,Athurugiriya
1500,3,2,Colombo,7,2,16500000.0,Colombo,7.5,Athurugiriya
1350,3,2,Colombo,21,2,14500000.0,Colombo,10.0,Athurugiriya
1100,3,2,Colombo,18,2,8900000.0,Colombo,7.9,Athurugiriya
3000,4,3,Colombo,27,2,110000000.0,Colombo,50.2,Talawatugoda
3500,5,5,Colombo,38,2,40000000.0,Colombo,11.0,Talawatugoda
3000,4,4,Colombo,14,2,60000000.0,Colombo,15.0,Talawatugoda
2800,4,4,Colombo,9,2,28500000.0,Colombo,8.5,Piliyandala
3200,5,3,Colombo,45,2,54800000.0,Colombo,7.31,Nugegoda
2500,4,4,Colombo,20,2,25500000.0,Colombo,7.5,Piliyandala
1600,3,2,Colombo,22,2,13500000.0,Colombo,11.5,Piliyandala
2000,4,2,Colombo,23,2,23000000.0,Colombo,12.0,Homagama
1350,3,2,Colombo,40,2,14500000.0,Colombo,10.0,Malabe
1250,3,2,Colombo,5,2,16500000.0,Colombo,7.5,Malabe
1900,3,2,Colombo,1,2,19000000.0,Colombo,11.4,Malabe
1500,3,3,Colombo,17,2,18500000.0,Colombo,7.5,Malabe
2200,4,3,Colombo,45,2,22500000.0,Colombo,6.3,Malabe
2005,4,4,Colombo,17,2,20500000.0,Colombo,6.0,Malabe
1200,2,1,Colombo,19,1,13000000.0,Colombo,6.0,Pannipitiya
1200,3,3,Colombo,5,2,29500000.0,Colombo,16.5,Malabe
3600,5,4,Colombo,35,2,35000000.0,Colombo,8.0,Malabe
1250,3,2,Colombo,3,2,26500000.0,Colombo,7.0,Malabe
2500,8,3,Colombo,1,4,32500000.0,Colombo,23.6,Moratuwa
1400,3,2,Colombo,48,2,16000000.0,Colombo,10.5,Malabe
1300,3,2,Colombo,7,2,17000000.0,Colombo,7.5,Malabe
1600,3,1,Gampaha,8,2,12700000.0,Gampaha,10.0,Delgoda
2400,4,3,Colombo,3,2,24800000.0,Colombo,6.0,Piliyandala
2550,4,3,Colombo,7,2,25500000.0,Colombo,7.5,Piliyandala
2200,4,3,Colombo,48,2,26000000.0,Colombo,7.0,Piliyandala
5000,5,3,Gampaha,17,2,69500000.0,Gampaha,35.0,Wattala
1400,3,2,Gampaha,23,2,9900000.0,Gampaha,10.0,Negombo
3000,4,4,Colombo,1,2,28500000.0,Colombo,15.0,Piliyandala
3200,4,3,Colombo,6,2,30500000.0,Colombo,7.5,Piliyandala
3250,5,3,Colombo,42,2,23500000.0,Colombo,7.0,Piliyandala
3000,5,4,Colombo,3,2,40000000.0,Colombo,10.0,Piliyandala
2000,4,3,Colombo,36,2,17500000.0,Colombo,6.5,Piliyandala
2900,4,4,Colombo,18,2,36000000.0,Colombo,8.5,Piliyandala
2400,4,3,Colombo,4,2,24800000.0,Colombo,6.0,Piliyandala
2500,4,3,Colombo,38,2,26000000.0,Colombo,8.5,Piliyandala
2500,5,4,Colombo,46,2,28500000.0,Colombo,7.7,Piliyandala
2800,4,3,Colombo,3,2,26500000.0,Colombo,6.5,Malabe
3200,4,4,Colombo,23,2,36000000.0,Colombo,10.0,Malabe
5600,5,5,Colombo,48,2,135000000.0,Colombo,62.0,Malabe
4000,5,4,Colombo,10,2,65000000.0,Colombo,12.5,Malabe
2600,4,3,Colombo,19,2,25500000.0,Colombo,6.2,Piliyandala
3100,5,3,Colombo,1,2,37500000.0,Colombo,9.0,Malabe
3500,4,3,Gampaha,50,2,29500000.0,Gampaha,20.0,Negombo
3500,4,4,Colombo,42,2,34000000.0,Colombo,8.5,Piliyandala
3000,4,4,Colombo,47,2,330000000.0,Colombo,8.0,Kottawa
1600,4,3,Colombo,47,2,25000000.0,Colombo,20.0,Kottawa
4000,4,3,Colombo,31,2,29500000.0,Colombo,8.0,Kottawa
2450,4,4,Colombo,12,2,27000000.0,Colombo,7.0,Pannipitiya
2220,3,3,Colombo,32,2,21500000.0,Colombo,9.5,Piliyandala
3300,3,2,Colombo,10,2,40000000.0,Colombo,7.0,Talawatugoda
4200,4,4,Colombo,29,2,49500000.0,Colombo,10.0,Talawatugoda
3000,4,3,Colombo,4,2,110000000.0,Colombo,50.0,Talawatugoda
3800,5,4,Colombo,45,2,47500000.0,Colombo,14.8,Talawatugoda
1580,3,3,Colombo,49,2,18500000.0,Colombo,8.5,Piliyandala
4000,4,4,Colombo,45,2,60000000.0,Colombo,15.0,Talawatugoda
2500,5,3,Colombo,43,2,25000000.0,Colombo,8.2,Kottawa
1500,3,2,Kurunegala,3,2,6000000.0,Kurunegala,32.0,Kurunegala City
4250,5,4,Colombo,47,2,33000000.0,Colombo,10.0,Piliyandala
1800,5,2,Colombo,9,2,8500000.0,Colombo,17.0,Homagama
3000,4,3,Gampaha,9,2,25000000.0,Gampaha,10.0,Negombo
3500,4,3,Gampaha,25,2,26500000.0,Gampaha,10.0,Negombo
1325,3,1,Gampaha,30,2,9900000.0,Gampaha,10.0,Negombo
2100,4,4,Gampaha,8,2,31500000.0,Gampaha,13.2,Negombo
2100,5,2,Gampaha,10,2,11000000.0,Gampaha,10.0,Negombo
3150,4,3,Gampaha,3,2,26500000.0,Gampaha,10.5,Negombo
1600,3,2,Colombo,8,2,35000000.0,Colombo,6.0,Nugegoda
3000,4,3,Colombo,34,2,42000000.0,Colombo,10.0,Talawatugoda
2500,6,4,Colombo,15,3,80000000.0,Colombo,7.05,Colombo 9
2865,4,4,Colombo,2,2,25500000.0,Colombo,7.5,Piliyandala
1745,3,2,Colombo,12,2,14000000.0,Colombo,8.0,Piliyandala
2785,4,4,Colombo,3,2,23500000.0,Colombo,14.0,Piliyandala
2784,3,3,Colombo,19,2,21500000.0,Colombo,9.5,Piliyandala
1542,3,3,Colombo,19,2,14000000.0,Colombo,10.0,Piliyandala
2875,4,4,Colombo,20,2,28500000.0,Colombo,7.5,Piliyandala
2875,4,4,Colombo,1,2,24800000.0,Colombo,6.0,Piliyandala
2963,4,5,Colombo,49,2,25500000.0,Colombo,7.5,Piliyandala
1500,2,1,Colombo,4,1,17500000.0,Colombo,6.0,Ratmalana
1500,3,1,Colombo,38,2,27500000.0,Colombo,12.7,Moratuwa
4800,4,5,Gampaha,2,2,47000000.0,Gampaha,14.7,Negombo
3000,4,3,Colombo,29,2,45000000.0,Colombo,14.5,Dehiwala
